17,0,2,4,2,2,0,0,0,1
0,16,4,0,0,1,0,0,0,0
0,0,55,0,0,1,0,0,0,0
1,0,1,24,0,3,1,0,0,1
0,0,0,6,14,1,0,0,0,1
0,0,0,1,0,31,0,0,0,0
2,0,1,0,0,1,24,0,2,0
0,0,0,0,0,0,0,23,0,0
0,0,0,3,0,0,5,0,16,0
0,0,1,3,0,1,3,0,1,13
