27,1,0,0,0,1,0,0
1,25,0,0,0,0,0,0
0,0,87,6,0,8,0,0
0,0,11,37,0,1,0,0
0,0,0,0,25,4,0,0
0,0,16,0,1,92,0,0
0,0,0,0,0,1,21,2
0,0,0,0,0,0,1,24
